Column1,Column2,Column3,Column3.4,Column4.1,Column3.1,Column4.3,Column3.3,Column4.2,Column5,Column3.2,Column4,Column3.5,Column4.4
279,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cad2d54d-9555-4dfe-bfcd-7a584895a002,Minnie Summerlin,19,"7586 Ashley Island Apt. 739
East Timothyburgh, ND 03126",MS@gmail.com,HTC,40,2/28/2021 7:51,['education'],want,positive,70
281,0be59876-d70c-486c-8e0b-a06bef7a2cd6,4fe1900d-5e78-41a3-88ed-18e6889c6c77,Wallace Nyberg,8,"325 Jennifer Brook
Alyssamouth, TN 32854",WN@gmail.com,Samsung,48,5/5/2021 9:54,['food'],peeking,neutral,35
283,0be59876-d70c-486c-8e0b-a06bef7a2cd6,6eb62858-f6f3-4846-8054-52df483979de,June Joseph,31,"89496 Webster Road Apt. 848
West Meganshire, OK 40892",JJ@gmail.com,Motorola,55,10/15/2020 1:29,"['animals', 'public speaking']",heart,positive,60
286,0be59876-d70c-486c-8e0b-a06bef7a2cd6,084eb113-0d87-4ae5-891b-2ec7f1e194a8,Crystal Nilson,4,"15499 Miguel Ridges Suite 922
Hoffmanfort, IL 54149",CN@gmail.com,Microsoft,58,11/28/2020 2:11,"['education', 'dogs', 'education', 'soccer']",peeking,neutral,35
289,0be59876-d70c-486c-8e0b-a06bef7a2cd6,fe0e2711-bad0-4a0a-90fa-b2d9e8c773a8,Melvin Wright,32,"369 Chelsea Plain
Rebeccaport, MD 94455",MW@gmail.com,Motorola,6,2/14/2021 21:15,"['studying', 'food', 'travel']",super love,positive,75
290,0be59876-d70c-486c-8e0b-a06bef7a2cd6,47def058-01cc-478f-9830-eaddcccac633,Peter Moree,22,"7445 Michael Prairie
Jasonton, WY 09042",PM@gmail.com,Motorola,68,3/27/2021 20:07,"['fitness', 'veganism', 'dogs', 'fitness']",cherish,positive,70
292,0be59876-d70c-486c-8e0b-a06bef7a2cd6,583f2bde-886d-4cf3-a5c4-7cb60cd25df3,Alan Moskowitz,1,"890 Mikayla Ferry
Maryport, KY 28636",AM@gmail.com,Microsoft,14,11/9/2020 8:23,['food'],heart,positive,60
294,0be59876-d70c-486c-8e0b-a06bef7a2cd6,d51a3403-8bab-4d88-af4f-a429c6d8c168,Alan Rice,3,"62581 Duran Unions Suite 459
Nancyberg, RI 43155",AR@gmail.com,Apple,15,4/15/2021 13:23,"['technology', 'veganism', 'cooking', 'dogs']",hate,negative,5
295,0be59876-d70c-486c-8e0b-a06bef7a2cd6,6e98e5c2-b7d7-4915-bb20-d01a42d29dee,William Cunningham,18,"495 Eddie Plains
Hoganside, TN 74210",WC@gmail.com,Microsoft,77,8/16/2020 22:58,['travel'],peeking,neutral,35
299,0be59876-d70c-486c-8e0b-a06bef7a2cd6,c1c53b8c-b6a8-4343-a369-4a0595a97807,Willie Green,11,"18871 Doyle Square Apt. 062
Wrightport, SC 56127",WG@gmail.com,Samsung,58,12/3/2020 8:08,"['dogs', 'veganism', 'culture']",dislike,negative,10
300,0be59876-d70c-486c-8e0b-a06bef7a2cd6,948f7e9d-49bb-4770-bc9d-cb3fb65cca15,Ila Buck,11,"2627 Stacy Trail Suite 425
Anthonyhaven, NJ 89064",IB@gmail.com,Samsung,82,10/13/2020 16:31,"['soccer', 'studying', 'soccer']",disgust,negative,0
301,0be59876-d70c-486c-8e0b-a06bef7a2cd6,f02267ef-8974-43f5-9a2f-03d2c8ec22ca,Gary Hines,42,"3055 Terry Port Apt. 195
South Ashley, HI 86394",GH@gmail.com,Huawei,75,12/4/2020 10:04,"['animals', 'cooking', 'food', 'food']",want,positive,70
304,0be59876-d70c-486c-8e0b-a06bef7a2cd6,a559688e-3f10-436f-a25e-8ad553eacb89,Kari Jones,28,"351 Bolton Avenue Suite 438
Michaelport, OR 87388",KJ@gmail.com,Apple,19,7/23/2020 19:31,"['studying', 'tennis']",disgust,negative,0
306,81abd65a-3b76-4574-a0a7-db6bf7184ae2,43dc107a-bd3f-4cfe-96f7-8d17ca485bc2,Ernest Pangallo,32,"537 Jessica Crescent
East Christinafort, OR 26165",EP@gmail.com,Motorola,70,1/6/2021 6:08,['education'],love,positive,65
307,81abd65a-3b76-4574-a0a7-db6bf7184ae2,f86853a2-acda-4319-a50c-03f014248042,James Manske,43,"18913 Curtis Union
Perrystad, LA 97749",JM@gmail.com,HTC,32,10/21/2020 3:48,"['tennis', 'science', 'tennis', 'science']",worried,negative,12
308,81abd65a-3b76-4574-a0a7-db6bf7184ae2,91dbe082-62c3-4bfd-9721-7c94be3a3d32,Kathy Mckeel,40,"2840 Brandon Groves
Port Mary, CT 72674",KM@gmail.com,Google,98,2/23/2021 22:36,['fitness'],worried,negative,12
309,81abd65a-3b76-4574-a0a7-db6bf7184ae2,66663a0d-856f-487f-a2a2-258af21ab3e5,Eva Fontenot,21,"489 Jackson Plaza Apt. 346
Port Nicoleshire, CT 86594",EF@gmail.com,Apple,58,1/26/2021 1:00,"['healthy eating', 'science', 'public speaking']",super love,positive,75
312,81abd65a-3b76-4574-a0a7-db6bf7184ae2,90898216-e580-46c0-8e79-f2df84a9676d,Elva Norris,43,"225 Fisher Extensions
Port Lisashire, WI 44007",EN@gmail.com,Microsoft,82,10/31/2020 3:17,"['fitness', 'dogs', 'dogs', 'veganism']",worried,negative,12
313,81abd65a-3b76-4574-a0a7-db6bf7184ae2,b3a84639-5a4f-4c97-8ea8-2ac49882e27a,Ruth Ortega,10,"1992 Christopher Forks Apt. 487
Beckyborough, ME 48970",RO@gmail.com,HTC,86,2/20/2021 20:02,['fitness'],indifferent,neutral,20
316,81abd65a-3b76-4574-a0a7-db6bf7184ae2,3e65775b-36e4-495d-9c45-28127fb3da5f,Richard Seago,38,"873 Jill Lane
Romeroville, GA 20232",RS@gmail.com,Huawei,93,12/8/2020 13:12,"['soccer', 'travel', 'technology']",disgust,negative,0
317,81abd65a-3b76-4574-a0a7-db6bf7184ae2,953cb190-5704-4926-adc2-057c6f3e3cb4,Mario Phelps,9,"3155 Kristy Forest Apt. 783
East Aliciaside, NJ 76888",MP@gmail.com,Microsoft,95,11/4/2020 21:06,['animals'],scared,negative,15
318,81abd65a-3b76-4574-a0a7-db6bf7184ae2,ad9f5c2f-aa30-4baf-b084-56b1a4b63b09,Roberta Harris,16,"3846 Maynard Estates Suite 429
Andrewmouth, MD 84230",RH@gmail.com,Microsoft,6,8/24/2020 13:48,"['public speaking', 'technology', 'science']",scared,negative,15
319,81abd65a-3b76-4574-a0a7-db6bf7184ae2,92423e9a-4e8c-49bc-be75-c819912696ce,Elida Jordon,20,"182 Robert Common Apt. 673
Delgadoborough, CT 74711",EJ@gmail.com,Microsoft,0,1/5/2021 13:15,['technology'],disgust,negative,0
320,81abd65a-3b76-4574-a0a7-db6bf7184ae2,1ebc46fa-edd3-4dec-bb45-c124daf83512,Robert Mierzejewski,28,"2857 Green Row
West Elizabethville, TN 15511",RM@gmail.com,Microsoft,30,2/28/2021 9:21,"['soccer', 'culture', 'animals', 'soccer']",adore,positive,72
321,81abd65a-3b76-4574-a0a7-db6bf7184ae2,052faed2-37ac-4a2c-ba6f-2657322e4fa5,Anna Despain,14,"93322 Marc Meadows
West Christina, OK 19087",AD@gmail.com,Samsung,84,9/22/2020 4:09,['cooking'],dislike,negative,10
322,81abd65a-3b76-4574-a0a7-db6bf7184ae2,317c70d5-fe65-4663-afb1-150108e0e55c,Berry Prosper,26,"2227 Jesse Plaza Suite 997
Webbland, MS 23476",BP@gmail.com,Microsoft,76,11/8/2020 2:43,['animals'],disgust,negative,0
323,81abd65a-3b76-4574-a0a7-db6bf7184ae2,03e3a23a-a77a-41da-9ecd-3f2ff9e5bc90,Ann Becker,33,"443 Chan View Suite 154
Savagetown, DE 32530",AB@gmail.com,Apple,77,10/26/2020 11:48,['dogs'],love,positive,65
324,81abd65a-3b76-4574-a0a7-db6bf7184ae2,db0066e1-83cc-43f3-990b-983010aa5370,Marion Stecklein,14,"1944 Gonzalez Cove
South Jason, SD 65716",MS@gmail.com,Microsoft,35,11/4/2020 14:58,['soccer'],heart,positive,60
327,81abd65a-3b76-4574-a0a7-db6bf7184ae2,07f4dcd0-2bf3-4f21-9da3-b054b511ae00,Darcel Smith,24,"51539 Sullivan Extensions Apt. 265
South Travisland, FL 73790",DS@gmail.com,Samsung,91,6/17/2021 23:27,"['education', 'science', 'animals', 'public speaking']",intrigued,positive,45
328,81abd65a-3b76-4574-a0a7-db6bf7184ae2,ed3494e3-695b-4068-a725-09c6cdf92d63,Mozelle Alligood,43,"230 House Road Apt. 693
Parsonsfort, AK 22074",MA@gmail.com,Motorola,60,7/27/2020 23:54,"['public speaking', 'healthy eating', 'technology', 'public speaking']",intrigued,positive,45
329,81abd65a-3b76-4574-a0a7-db6bf7184ae2,cafa0d07-63be-4b5b-bc7f-c4f4091d403d,Eleanor Reyes,41,"2074 Martin Island Suite 412
Bryanton, MD 22137",ER@gmail.com,HTC,52,4/19/2021 1:45,"['science', 'education', 'tennis', 'science']",disgust,negative,0
330,81abd65a-3b76-4574-a0a7-db6bf7184ae2,a94a7d87-65df-4c21-847a-0e8af6cb5c02,Kenneth Hage,31,"4831 Robert Inlet Apt. 480
Bradleychester, SD 24116",KH@gmail.com,Motorola,62,10/5/2020 13:55,"['dogs', 'culture']",like,positive,50
332,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2ab641a8-6ad4-4d1a-8511-d87ff5346773,Kathy Johnson,39,"3272 Hall Camp Suite 066
East Nathanborough, AL 79047",KJ@gmail.com,Huawei,53,2/25/2021 4:02,"['education', 'technology']",dislike,negative,10
333,81abd65a-3b76-4574-a0a7-db6bf7184ae2,3663e3e6-3d5c-4ed9-a6af-1e680ec5f34b,Cordelia Reny,14,"00200 Anna Land
North Hollyfurt, IL 03755",CR@gmail.com,Huawei,5,12/24/2020 22:31,"['soccer', 'travel']",heart,positive,60
336,81abd65a-3b76-4574-a0a7-db6bf7184ae2,2129de92-ee91-425f-a854-07c553ee0b74,Donna Folsom,37,"USNV Newman
FPO AE 24533",DF@gmail.com,Google,20,2/12/2021 4:23,"['science', 'animals', 'animals', 'food']",intrigued,positive,45
337,81abd65a-3b76-4574-a0a7-db6bf7184ae2,15e325b1-c221-4bf8-8010-18d76b03646e,Brittany Miller,10,"654 Joseph Brooks Apt. 069
West Richardmouth, AZ 86381",BM@gmail.com,HTC,23,8/31/2020 0:39,"['tennis', 'studying']",adore,positive,72
338,81abd65a-3b76-4574-a0a7-db6bf7184ae2,a5c65404-5894-4b87-82f2-d787cbee86b4,Jaymie Hastings,5,"PSC 8837, Box 6590
APO AE 71776",JH@gmail.com,Huawei,23,1/11/2021 8:47,"['technology', 'animals']",indifferent,neutral,20
340,81abd65a-3b76-4574-a0a7-db6bf7184ae2,9a5aca53-6263-485a-bf77-e60c4608fd26,Timothy Crum,31,"2377 Nicholas Springs Apt. 503
North Sara, MN 74761",TC@gmail.com,Apple,3,10/18/2020 12:49,"['science', 'public speaking', 'animals']",disgust,negative,0
342,81abd65a-3b76-4574-a0a7-db6bf7184ae2,3956593b-7739-426a-b7a5-e841c95a5df9,Richard Uhlig,8,"36285 Matthew Lake
Veronicaton, ND 33947",RU@gmail.com,Apple,57,2/11/2021 4:02,"['education', 'dogs']",super love,positive,75
343,81abd65a-3b76-4574-a0a7-db6bf7184ae2,1bcc3c26-e82e-40f4-9d16-3311c8c1ddf6,Charles Mondesir,10,"USNS Bird
FPO AE 07625",CM@gmail.com,Motorola,26,8/12/2020 23:43,"['travel', 'studying']",heart,positive,60
347,81abd65a-3b76-4574-a0a7-db6bf7184ae2,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,Timothy Call,27,"26351 Johnson Knoll
Port Douglas, PA 11673",TC@gmail.com,Microsoft,35,6/8/2021 10:45,"['public speaking', 'travel', 'animals']",super love,positive,75
348,81abd65a-3b76-4574-a0a7-db6bf7184ae2,0873e9a7-234a-4096-a92a-8dc7a03eb0c5,Robert Marco,32,"686 Jones Landing
Bryanmouth, NH 32851",RM@gmail.com,Apple,54,10/18/2020 4:17,"['cooking', 'culture']",like,positive,50
349,81abd65a-3b76-4574-a0a7-db6bf7184ae2,9210e8dd-d2a2-4ea7-8cbd-f37e1e8efea5,Leroy Whitmore,2,"74809 Kimberly Circle Apt. 339
Knightbury, IN 44194",LW@gmail.com,Microsoft,38,11/5/2020 13:54,"['science', 'education', 'animals']",super love,positive,75
350,81abd65a-3b76-4574-a0a7-db6bf7184ae2,c76c3393-88e2-47b0-ac37-dc4f2053f5a5,Gabriel Chauvin,8,"PSC 0909, Box 1784
APO AA 16657",GC@gmail.com,Google,74,8/16/2020 12:12,"['culture', 'healthy eating', 'studying', 'soccer']",intrigued,positive,45
353,81abd65a-3b76-4574-a0a7-db6bf7184ae2,d3aa94aa-3e81-49e4-915a-d269e4f42f29,Michael Davis,38,"816 Yang Wall Suite 778
East Andrew, SC 48958",MD@gmail.com,Motorola,77,9/25/2020 6:17,"['science', 'dogs', 'tennis', 'science']",like,positive,50
359,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,8abcf667-7be3-439f-97bb-3375a3de366c,Carlos Cobb,41,"0709 Wood Glens
South Jessica, SD 13655",CC@gmail.com,HTC,75,2/8/2021 3:28,['education'],disgust,negative,0
360,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,e0e16358-f850-4085-bc5a-ed8e6a4b2ec1,Margaret Rivera,2,"409 Cheyenne Mountains
Port Sarahmouth, PA 55508",MR@gmail.com,Apple,2,4/2/2021 7:49,"['cooking', 'culture']",interested,positive,30
366,f332d362-dc48-46c2-a64b-641157c0987e,922d93a7-d56a-4e74-b1bf-1e7bab42dcc4,Alma Lema,43,"PSC 0757, Box 2246
APO AP 59935",AL@gmail.com,Motorola,53,7/26/2020 19:34,"['education', 'travel', 'animals', 'education']",adore,positive,72
368,f332d362-dc48-46c2-a64b-641157c0987e,b7b551bd-8cdd-44f3-aef8-29bf82b51535,Myrtis Isaacs,0,"45143 Cabrera Underpass
Port Melissaborough, NM 50824",MI@gmail.com,Motorola,81,8/21/2020 15:22,"['technology', 'public speaking']",want,positive,70
370,f332d362-dc48-46c2-a64b-641157c0987e,ade9db41-034e-4b27-befb-42117025dab0,Rebecca Hepler,43,"8206 Wheeler Cape Suite 841
New Alexis, MT 62531",RH@gmail.com,Microsoft,24,2/14/2021 6:00,"['public speaking', 'tennis']",indifferent,neutral,20
371,f332d362-dc48-46c2-a64b-641157c0987e,1f7e22c8-558a-4b6f-a04f-b219593f029e,Tracey Corbett,21,"710 Tiffany Knoll Suite 379
Carterport, HI 44352",TC@gmail.com,Motorola,59,2/15/2021 20:35,"['tennis', 'veganism', 'education', 'soccer']",disgust,negative,0
373,a2e93b29-9259-4092-a4d7-62d5e823bb74,23a48585-f2cf-4a20-8d30-f49361d5625c,Jessica Gray,39,"USS Henry
FPO AE 30895",JG@gmail.com,Microsoft,15,9/8/2020 14:01,"['cooking', 'animals', 'studying', 'public speaking']",hate,negative,5
375,a2e93b29-9259-4092-a4d7-62d5e823bb74,cd5fd7db-8715-41b7-8f4a-11a65b638d8e,Jean Alegre,9,"97474 Diaz Prairie Apt. 120
Angelaburgh, ME 70682",JA@gmail.com,Microsoft,46,11/21/2020 19:53,"['science', 'education', 'veganism']",interested,positive,30
376,a2e93b29-9259-4092-a4d7-62d5e823bb74,6f2e20b4-5d7f-4345-b5a1-71a768ab8050,Rhonda Morrow,7,"Unit 7779 Box 7818
DPO AE 22183",RM@gmail.com,Microsoft,39,10/16/2020 22:41,['science'],scared,negative,15
380,a2e93b29-9259-4092-a4d7-62d5e823bb74,9a5c1dcc-d26b-4303-b487-3075e7d34e02,Robert King,39,"00777 Melissa Crossroad Apt. 719
Sanchezside, VT 68213",RK@gmail.com,HTC,16,9/15/2020 22:47,"['public speaking', 'education', 'veganism', 'animals']",worried,negative,12
383,a2e93b29-9259-4092-a4d7-62d5e823bb74,b827588c-31b2-47f3-916a-a1dbf7987f50,Vincent Bland,30,"1657 Samantha Corners
West Cynthia, KS 54469",VB@gmail.com,Microsoft,37,2/1/2021 4:49,"['soccer', 'food', 'soccer']",indifferent,neutral,20
387,a2e93b29-9259-4092-a4d7-62d5e823bb74,95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,"534 Williams Turnpike Suite 788
Port Julie, WA 70786",MD@gmail.com,Apple,51,3/8/2021 0:05,['tennis'],heart,positive,60
388,a2e93b29-9259-4092-a4d7-62d5e823bb74,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,Joseph Mills,36,"313 Mark Manor Apt. 843
Luisborough, PA 96060",JM@gmail.com,Samsung,79,9/14/2020 5:11,"['soccer', 'fitness', 'healthy eating', 'veganism']",want,positive,70
393,a2e93b29-9259-4092-a4d7-62d5e823bb74,df1e7940-d514-40aa-af3a-e742792c4b5e,William Schoen,15,"138 Bennett Viaduct
North Barrymouth, NH 82285",WS@gmail.com,Samsung,73,5/19/2021 16:20,"['veganism', 'science']",adore,positive,72
395,a2e93b29-9259-4092-a4d7-62d5e823bb74,3c45659f-e24d-4b0d-8210-0b7704ea1ac6,Mary Judge,14,"788 Daniel Land Suite 400
Cameronmouth, NH 99911",MJ@gmail.com,Google,66,10/17/2020 22:39,"['education', 'studying', 'education', 'culture']",want,positive,70
396,a2e93b29-9259-4092-a4d7-62d5e823bb74,4edc3d1a-a7d9-4db6-89c3-f784d9954172,Michelle Bell,16,"958 Dalton Turnpike Apt. 529
Morenoland, ND 30458",MB@gmail.com,Samsung,13,4/12/2021 17:12,"['travel', 'tennis', 'studying']",adore,positive,72
399,a2e93b29-9259-4092-a4d7-62d5e823bb74,72d2587e-8fae-4626-a73d-352e6465ba0f,Charles Tanimoto,21,"384 Steven Station
South Duane, MI 85677",CT@gmail.com,Google,75,5/20/2021 17:51,"['soccer', 'culture']",peeking,neutral,35
400,a2e93b29-9259-4092-a4d7-62d5e823bb74,23483ddd-e43e-4c5f-a1b7-5392410aa8d1,Kristen Morin,26,"9462 Darlene Meadows Apt. 135
New Erik, OH 21431",KM@gmail.com,HTC,35,9/30/2020 18:09,['studying'],hate,negative,5
403,a2e93b29-9259-4092-a4d7-62d5e823bb74,a540d720-b44a-4d3d-9643-e12bca77d1f3,Ronald Jines,15,"287 Jessica Forge Apt. 180
Walkerhaven, OH 36424",RJ@gmail.com,Google,8,1/11/2021 16:13,"['soccer', 'travel']",scared,negative,15
404,a2e93b29-9259-4092-a4d7-62d5e823bb74,b8c653b5-0118-4d7e-9bde-07c2de90f0ff,William Paiva,38,"625 George Vista Suite 798
Port Leroymouth, IN 75442",WP@gmail.com,Apple,28,12/26/2020 6:13,"['culture', 'science', 'science']",disgust,negative,0
407,a2e93b29-9259-4092-a4d7-62d5e823bb74,18c56602-937e-4ff3-bc6c-43f0b14212ca,Boyd Prince,26,"1630 Jimenez Ports Suite 217
West Ashleyfort, CA 00796",BP@gmail.com,Motorola,65,11/14/2020 15:11,['science'],intrigued,positive,45
408,a2e93b29-9259-4092-a4d7-62d5e823bb74,f25dc445-de4a-47ee-92a4-0ff29c56656d,Jamie Thomas,25,"573 Sanders Parkways
New Lindashire, ND 17440",JT@gmail.com,Huawei,7,5/5/2021 15:38,"['science', 'public speaking', 'veganism']",super love,positive,75
413,9b3a6d30-48e8-476c-82be-9031524bd04d,fb4654ff-ce23-4a77-b52a-50f8948b5664,Jo Pearson,14,"60402 Liu Ports
Ryanmouth, MT 81556",JP@gmail.com,Huawei,12,10/5/2020 18:00,"['culture', 'public speaking']",hate,negative,5
414,9b3a6d30-48e8-476c-82be-9031524bd04d,b870b764-7447-4990-a8d4-024d33e0e67d,Manuel Powell,42,"61438 Ashley Rapid
Lake Davidburgh, WI 64695",MP@gmail.com,dcppv,75,5/28/2021 15:20,"[0, 1, 2, 3]",cherish,positive,70
415,9b3a6d30-48e8-476c-82be-9031524bd04d,e8849148-1482-4926-9f28-a537630b9ba2,Sharon Lindsey,15,"89108 Shannon Terrace
West Robert, DE 18285",SL@gmail.com,Samsung,20,1/12/2021 12:14,"['dogs', 'public speaking', 'fitness']",hate,negative,5
416,9b3a6d30-48e8-476c-82be-9031524bd04d,324e384a-9963-4d17-94aa-21859ea85062,George William,0,"309 Salinas Stravenue Suite 842
Lake Thomas, MN 12440",GW@gmail.com,HTC,72,2/20/2021 0:07,"['studying', 'public speaking']",scared,negative,15
417,9b3a6d30-48e8-476c-82be-9031524bd04d,1ea3d5d6-7e6d-4554-b31d-ea31dc2150f9,Michael Dwyer,6,"568 Bryant Square Suite 312
South William, CA 05838",MD@gmail.com,qxugb,49,7/14/2020 21:01,['tennis'],intrigued,positive,45
418,9b3a6d30-48e8-476c-82be-9031524bd04d,1ee25417-3648-4220-9b8f-fc82d1ef450c,Anne Carlson,32,"Unit 8694 Box 8359
DPO AP 98988",AC@gmail.com,Motorola,31,6/5/2021 10:04,['travel'],worried,negative,12
420,9b3a6d30-48e8-476c-82be-9031524bd04d,61d88e0e-c0e7-4352-85ad-555e464ff933,Cassandra Gillikin,27,"195 Hanson Overpass
New Carolynberg, RI 53669",CG@gmail.com,Google,59,5/18/2021 9:52,"['soccer', 'science']",cherish,positive,70
424,9b3a6d30-48e8-476c-82be-9031524bd04d,a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,Paula Gookin,28,"Unit 9861 Box 7865
DPO AE 78157",PG@gmail.com,Motorola,90,5/29/2021 4:16,['food'],dislike,negative,10
426,9b3a6d30-48e8-476c-82be-9031524bd04d,fe15963d-0a77-4247-9bc6-04e146b826b2,Gary Scott,38,"187 Renee Canyon Suite 879
Lake Brianaberg, AL 34115",GS@gmail.com,Motorola,8,11/7/2020 1:54,"['food', 'tennis']",adore,positive,72
434,9b3a6d30-48e8-476c-82be-9031524bd04d,9fb4ce88-fac1-406c-8544-1a899cee7aaf,Jess Avila,0,"703 Brandy Road
Fisherborough, ND 30873",JA@gmail.com,Google,19,11/15/2020 22:53,"['culture', 'food', 'culture']",super love,positive,75
435,9b3a6d30-48e8-476c-82be-9031524bd04d,5fbf758a-376b-472c-8aca-a87ff1db3e6d,Hannah Stiles,38,"32657 Williams Estate
North Richardburgh, UT 13023",HS@gmail.com,Motorola,81,2/4/2021 13:45,"['technology', 'tennis', 'soccer']",worried,negative,12
436,9b3a6d30-48e8-476c-82be-9031524bd04d,987b33de-7307-48c1-b34a-6c6806d7af67,Juan Martel,39,"57249 Smith Green Suite 212
West Ryanland, MI 72354",JM@gmail.com,Google,78,8/1/2020 23:38,"['soccer', 'science']",intrigued,positive,45
437,9b3a6d30-48e8-476c-82be-9031524bd04d,7a85fbc6-253f-4552-9f4a-c1a332e14fa5,Hazel Andrade,26,"463 James Forest Suite 891
Clarkstad, AK 16076",HA@gmail.com,Google,12,9/22/2020 17:07,['studying'],super love,positive,75
440,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,f8926cfa-7036-4929-b5db-925c26daea1a,Mary Gingues,31,"03671 Luis Heights
Mccannborough, MO 45292",MG@gmail.com,Microsoft,21,2/25/2021 12:05,"['education', 'soccer', 'travel', 'dogs']",peeking,neutral,35
441,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,b1ceae0c-016d-421f-a6f0-488a7857f9f6,Amalia Young,9,"63792 Roberts Meadows Suite 054
East Carlstad, ID 36208",AY@gmail.com,HTC,17,4/10/2021 9:41,"['culture', 'education']",disgust,negative,0
443,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,75ef996f-dee4-47d9-87e2-9b58ebd76ff0,Sharon Bishop,28,"619 Wheeler Lake
Coreyview, ND 23104",SBhcjcholecn,HTC,97,4/5/2021 16:42,"[0, 1, 2, 3]",worried,negative,12
445,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,bec3a622-1373-49c2-9d57-e0281c34f5cf,Stacey Fritz,20,"376 Joshua Port
Port Tracyborough, CA 54430",SF@gmail.com,HTC,51,3/6/2021 10:03,"['cooking', 'animals', 'studying', 'fitness']",heart,positive,60
447,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,38cceae3-14e0-49bb-8087-f6f210a2053a,Jan Lopez,39,"4415 Valencia Summit Apt. 220
South Kimberly, MA 71559",JL@gmail.com,Samsung,1,11/14/2020 10:25,"['veganism', 'technology']",like,positive,50
449,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,1798905d-6c3a-4e5d-a9d1-ce429b1260d7,Billy Alberts,32,"11602 Hartman Islands Apt. 473
North Kimberly, WV 56982",BA@gmail.com,Huawei,46,2/13/2021 13:45,['studying'],hate,negative,5
450,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,f41d30f1-50c3-419c-a2d8-9043c7e568ca,George Hope,41,"4304 Thompson Unions Apt. 404
Port Benjaminhaven, OH 80501",GH@gmail.com,Samsung,81,5/8/2021 11:21,"['cooking', 'fitness', 'technology']",love,positive,65
455,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,7b7b5825-2ae1-4119-99a7-e638f13267a0,Raymond Schmidt,15,"Unit 0551 Box 4181
DPO AA 15539",RS@gmail.com,Huawei,77,8/17/2020 14:29,"['cooking', 'technology', 'public speaking', 'tennis']",like,positive,50
456,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,33c1cee6-ae56-4f8e-84fc-ee0a4b7bbf4c,Jenny Young,5,"11861 Payne Light Apt. 577
Melissamouth, AZ 68375",JY@gmail.com,HTC,49,8/16/2020 17:45,['technology'],want,positive,70
459,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,7d624010-a0e7-455b-a606-48c5c467dd80,Larry Mcgee,23,"190 Weaver Shores Apt. 074
Guzmanmouth, DC 40739",LM@gmail.com,Huawei,19,5/16/2021 13:24,"['food', 'animals']",scared,negative,15
460,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,0f21b6d6-7be6-484c-9698-d851ad7d43c5,Vito Hodges,3,"679 Sabrina Causeway Suite 012
South Kelly, TX 40487",VH@gmail.com,Huawei,46,5/20/2021 22:09,"['healthy eating', 'technology', 'healthy eating']",love,positive,65
462,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,1add9169-fda0-4da2-82a0-4de3bf7ed8ca,Cynthia Cannon,4,"306 Katherine Harbor Suite 849
Schneidermouth, IA 90041",CC@gmail.com,Motorola,18,8/3/2020 17:58,['public speaking'],intrigued,positive,45
463,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,54729154-eb5c-413a-8837-887365057910,Ricky Reeves,14,"USS Thomas
FPO AA 04495",RR@gmail.com,Huawei,36,9/18/2020 16:29,['science'],want,positive,70
464,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,b3e73328-3638-4913-b7ae-3a6a64c1cd62,Albert Rutherford,25,"17542 Brown Spring
Jacobtown, WA 58150",AR@gmail.com,Huawei,36,3/27/2021 8:58,"['education', 'culture', 'healthy eating']",hate,negative,5
466,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2941011b-f214-4430-8a14-e791ed0805bb,Frank Waggoner,4,"1211 Scott Square
Josephmouth, MI 42469",FW@gmail.com,Samsung,98,1/19/2021 3:07,"['studying', 'tennis']",super love,positive,75
467,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,69fcad9e-45a9-4189-b7e1-96b26c57c542,Norbert Hudnell,34,"38435 Dominguez Views Suite 347
Kellystad, WI 07929",NH@gmail.com,Huawei,56,4/30/2021 6:11,"['animals', 'fitness', 'fitness']",want,positive,70
469,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,a8d09ab9-44c6-493c-afdf-93888822a4b0,Brady Novak,33,"42154 Susan Hollow Apt. 881
New Robertton, MI 26982",BN@gmail.com,Apple,13,2/3/2021 18:41,"['public speaking', 'fitness']",indifferent,neutral,20
